Time,prey,predator
76.67667668,3.25000006,14.99999989
76.77677678,3.25000006,14.99999988
76.87687688,3.25000006,14.99999988
76.97697698,3.25000006,14.99999988
77.07707708,3.25000006,14.99999987
77.17717718,3.25000007,14.99999987
77.27727728,3.25000007,14.99999987
77.37737738,3.25000007,14.99999987
77.47747748,3.25000007,14.99999986
77.57757758,3.25000007,14.99999986
77.67767768,3.25000007,14.99999986
77.77777778,3.25000007,14.99999986
77.87787788,3.25000007,14.99999986
77.97797798,3.25000007,14.99999985
78.07807808,3.25000007,14.99999985
78.17817818,3.25000008,14.99999985
78.27827828,3.25000008,14.99999985
78.37837838,3.25000008,14.99999985
78.47847848,3.25000008,14.99999985
78.57857858,3.25000008,14.99999985
78.67867868,3.25000008,14.99999985
78.77877878,3.25000007,14.99999985
78.87887888,3.25000007,14.99999985
78.97897898,3.25000007,14.99999985
79.07907908,3.25000007,14.99999986
79.17917918,3.25000007,14.99999986
79.27927928,3.25000007,14.99999986
79.37937938,3.25000007,14.99999986
79.47947948,3.25000007,14.99999987
79.57957958,3.25000006,14.99999987
79.67967968,3.25000006,14.99999987
79.77977978,3.25000007,14.99999987
79.87987988,3.25000007,14.99999987
79.97997998,3.25000007,14.99999987
80.08008008,3.25000007,14.99999987
80.18018018,3.25000007,14.99999987
80.28028028,3.25000007,14.99999986
80.38038038,3.25000007,14.99999986
80.48048048,3.25000007,14.99999986
80.58058058,3.25000007,14.99999986
80.68068068,3.25000007,14.99999986
80.78078078,3.25000007,14.99999986
80.88088088,3.25000007,14.99999986
80.98098098,3.25000007,14.99999986
81.08108108,3.25000007,14.99999986
81.18118118,3.25000007,14.99999986
81.28128128,3.25000007,14.99999986
81.38138138,3.25000007,14.99999986
81.48148148,3.25000007,14.99999986
81.58158158,3.25000007,14.99999986
81.68168168,3.25000007,14.99999986
81.78178178,3.25000007,14.99999986
81.88188188,3.25000007,14.99999986
81.98198198,3.25000007,14.99999986
82.08208208,3.25000007,14.99999986
82.18218218,3.25000007,14.99999986
82.28228228,3.25000007,14.99999986
82.38238238,3.25000007,14.99999986
82.48248248,3.25000007,14.99999986
82.58258258,3.25000007,14.99999986
82.68268268,3.25000007,14.99999986
82.78278278,3.25000007,14.99999987
82.88288288,3.25000007,14.99999987
82.98298298,3.25000007,14.99999987
83.08308308,3.25000007,14.99999987
83.18318318,3.25000006,14.99999987
83.28328328,3.25000006,14.99999987
83.38338338,3.25000006,14.99999987
83.48348348,3.25000006,14.99999988
83.58358358,3.25000006,14.99999988
83.68368368,3.25000006,14.99999988
83.78378378,3.25000006,14.99999988
83.88388388,3.25000006,14.99999989
83.98398398,3.25000006,14.99999989
84.08408408,3.25000005,14.99999989
84.18418418,3.25000005,14.99999989
84.28428428,3.25000005,14.99999990
84.38438438,3.25000005,14.99999990
84.48448448,3.25000005,14.99999990
84.58458458,3.25000005,14.99999990
84.68468468,3.25000005,14.99999990
84.78478478,3.25000005,14.99999991
84.88488488,3.25000005,14.99999991
84.98498498,3.25000004,14.99999991
85.08508509,3.25000004,14.99999991
85.18518519,3.25000004,14.99999991
85.28528529,3.25000004,14.99999992
85.38538539,3.25000004,14.99999992
85.48548549,3.25000004,14.99999992
85.58558559,3.25000004,14.99999992
85.68568569,3.25000004,14.99999992
85.78578579,3.25000004,14.99999993
85.88588589,3.25000004,14.99999993
85.98598599,3.25000004,14.99999993
86.08608609,3.25000003,14.99999993
86.18618619,3.25000003,14.99999993
86.28628629,3.25000003,14.99999993
86.38638639,3.25000003,14.99999994
86.48648649,3.25000003,14.99999994
86.58658659,3.25000003,14.99999994
86.68668669,3.25000003,14.99999994
86.78678679,3.25000003,14.99999994
86.88688689,3.25000003,14.99999995
86.98698699,3.25000003,14.99999995
87.08708709,3.25000003,14.99999995
87.18718719,3.25000002,14.99999995
87.28728729,3.25000002,14.99999995
87.38738739,3.25000002,14.99999995
87.48748749,3.25000002,14.99999996
87.58758759,3.25000002,14.99999996
87.68768769,3.25000002,14.99999996
87.78778779,3.25000002,14.99999996
87.88788789,3.25000002,14.99999996
87.98798799,3.25000002,14.99999996
88.08808809,3.25000002,14.99999997
88.18818819,3.25000002,14.99999997
88.28828829,3.25000002,14.99999997
88.38838839,3.25000002,14.99999997
88.48848849,3.25000001,14.99999997
88.58858859,3.25000001,14.99999997
88.68868869,3.25000001,14.99999997
88.78878879,3.25000001,14.99999997
88.88888889,3.25000001,14.99999998
88.98898899,3.25000001,14.99999998
89.08908909,3.25000001,14.99999998
89.18918919,3.25000001,14.99999998
89.28928929,3.25000001,14.99999998
89.38938939,3.25000001,14.99999998
89.48948949,3.25000001,14.99999998
89.58958959,3.25000001,14.99999998
89.68968969,3.25000001,14.99999999
89.78978979,3.25000001,14.99999999
89.88988989,3.25000001,14.99999999
89.98998999,3.25000001,14.99999999
90.09009009,3.25000000,14.99999999
90.19019019,3.25000000,14.99999999
90.29029029,3.25000000,14.99999999
90.39039039,3.25000000,14.99999999
90.49049049,3.25000000,15.00000000
90.59059059,3.25000000,15.00000000
90.69069069,3.25000000,15.00000000
90.79079079,3.25000000,15.00000000
90.89089089,3.25000000,15.00000000
90.99099099,3.25000000,15.00000000
91.09109109,3.25000000,15.00000000
91.19119119,3.25000000,15.00000000
91.29129129,3.25000000,15.00000001
91.39139139,3.25000000,15.00000001
91.49149149,3.25000000,15.00000001
91.59159159,3.25000000,15.00000001
91.69169169,3.25000000,15.00000001
91.79179179,3.25000000,15.00000001
91.89189189,3.24999999,15.00000001
91.99199199,3.24999999,15.00000001
92.09209209,3.24999999,15.00000001
92.19219219,3.24999999,15.00000001
92.29229229,3.24999999,15.00000001
92.39239239,3.24999999,15.00000001
92.49249249,3.24999999,15.00000001
92.59259259,3.24999999,15.00000001
92.69269269,3.24999999,15.00000001
92.79279279,3.24999999,15.00000001
92.89289289,3.24999999,15.00000002
92.99299299,3.24999999,15.00000002
93.09309309,3.24999999,15.00000002
93.19319319,3.24999999,15.00000002
93.29329329,3.24999999,15.00000002
93.39339339,3.24999999,15.00000002
93.49349349,3.24999999,15.00000002
93.59359359,3.24999999,15.00000002
93.69369369,3.24999999,15.00000002
93.79379379,3.24999999,15.00000002
93.89389389,3.24999999,15.00000001
93.99399399,3.24999999,15.00000001
94.09409409,3.24999999,15.00000001
94.19419419,3.24999999,15.00000001
94.29429429,3.24999999,15.00000001
94.39439439,3.24999999,15.00000001
94.49449449,3.24999999,15.00000001
94.59459459,3.24999999,15.00000001
94.69469469,3.24999999,15.00000001
94.79479479,3.24999999,15.00000001
94.89489489,3.24999999,15.00000001
94.99499499,3.24999999,15.00000001
95.09509510,3.24999999,15.00000001
95.19519520,3.24999999,15.00000001
95.29529530,3.24999999,15.00000001
95.39539540,3.24999999,15.00000001
95.49549550,3.24999999,15.00000001
95.59559560,3.24999999,15.00000001
95.69569570,3.24999999,15.00000001
95.79579580,3.24999999,15.00000001
95.89589590,3.24999999,15.00000001
95.99599600,3.24999999,15.00000001
96.09609610,3.24999999,15.00000001
96.19619620,3.24999999,15.00000001
96.29629630,3.24999999,15.00000001
96.39639640,3.24999999,15.00000001
96.49649650,3.24999999,15.00000001
96.59659660,3.24999999,15.00000001
96.69669670,3.24999999,15.00000001
96.79679680,3.24999999,15.00000001
96.89689690,3.24999999,15.00000001
96.99699700,3.24999999,15.00000001
97.09709710,3.24999999,15.00000001
97.19719720,3.25000000,15.00000001
97.29729730,3.25000000,15.00000001
97.39739740,3.25000000,15.00000001
97.49749750,3.25000000,15.00000001
97.59759760,3.25000000,15.00000001
97.69769770,3.25000000,15.00000001
97.79779780,3.25000000,15.00000001
97.89789790,3.25000000,15.00000001
97.99799800,3.25000000,15.00000001
98.09809810,3.25000000,15.00000001
98.19819820,3.25000000,15.00000001
98.29829830,3.25000000,15.00000001
98.39839840,3.25000000,15.00000001
98.49849850,3.25000000,15.00000001
98.59859860,3.25000000,15.00000001
98.69869870,3.25000000,15.00000001
98.79879880,3.25000000,15.00000001
98.89889890,3.25000000,15.00000001
98.99899900,3.25000000,15.00000000
99.09909910,3.25000000,15.00000000
99.19919920,3.25000000,15.00000000
99.29929930,3.25000000,15.00000000
99.39939940,3.25000000,15.00000000
99.49949950,3.25000000,15.00000000
99.59959960,3.25000000,15.00000000
99.69969970,3.25000000,15.00000000
99.79979980,3.25000000,15.00000000
99.89989990,3.25000000,14.99999999
100.00000000,3.25000000,14.99999999
